Sno,Salary,Country,Race
4464,61000,China,Korean
4465,157000,Canada,Asian
4466,92000,USA,Hispanic
4467,52000,Canada,Black
4468,58000,China,Korean
4469,219000,UK,Mixed
4470,77000,Australia,Australian
4471,104000,USA,Hispanic
4472,25000,UK,White
4473,204000,UK,Asian
4474,37000,Australia,Australian
4475,183000,Australia,Asian
4476,119000,Canada,Asian
4477,25000,China,White
4478,204000,Canada,Asian
4479,61000,USA,African American
4480,157000,China,Chinese
4481,92000,USA,White
4482,52000,Australia,Australian
4483,58000,Australia,White
4484,219000,UK,Asian
4485,77000,USA,Asian
4486,104000,China,Korean
4487,25000,Canada,Asian
4488,204000,USA,African American
4489,37000,UK,White
4490,183000,Canada,White
4491,119000,China,White
4492,25000,UK,White
4493,204000,Canada,Asian
4494,61000,Australia,Asian
4495,157000,Canada,White
4496,92000,UK,Asian
4497,52000,China,Chinese
4498,58000,UK,Mixed
4499,219000,Australia,White
4500,77000,UK,White
4501,104000,Canada,Asian
4502,25000,Canada,Asian
4503,204000,USA,White
4504,37000,Australia,Asian
4505,183000,Canada,White
4506,119000,USA,Hispanic
4507,25000,UK,Asian
4508,204000,Canada,White
4509,61000,USA,African American
4510,157000,Australia,Asian
4511,92000,China,Korean
4512,52000,UK,Mixed
4513,58000,China,Korean
4514,219000,USA,Asian
4515,77000,USA,African American
4516,95000,Canada,Asian
4517,45000,China,White
4518,70000,Australia,White
4519,110000,China,White
4520,35000,Canada,White
4521,60000,Australia,White
4522,50000,Canada,White
4523,120000,Canada,White
4524,32000,China,Chinese
4525,65000,China,White
4526,35000,Canada,White
4527,130000,UK,Asian
4528,95000,China,Korean
4529,43000,UK,Welsh
4530,50000,China,Korean
4531,60000,Canada,Black
4532,80000,UK,White
4533,48000,Australia,Australian
4534,125000,USA,White
4535,85000,USA,Asian
4536,42000,UK,White
4537,70000,USA,Hispanic
4538,32000,China,White
4539,80000,China,White
4540,42000,Canada,Asian
4541,90000,UK,Welsh
4542,65000,UK,Mixed
4543,40000,Australia,White
4544,110000,UK,Welsh
4545,105000,Australia,Australian
4546,50000,Australia,Australian
4547,95000,Australia,Asian
4548,60000,Australia,Asian
4549,40000,UK,Asian
4550,55000,China,Korean
4551,70000,USA,Asian
4552,32000,Canada,Black
4553,90000,China,White
4554,50000,UK,Mixed
4555,110000,USA,White
4556,32000,Australia,Australian
4557,80000,UK,White
4558,70000,UK,Welsh
4559,45000,USA,White
4560,65000,China,White
4561,50000,China,White
4562,45000,Australia,White
4563,95000,USA,White
4564,65000,Australia,White
4565,38000,USA,White
4566,125000,UK,Asian
4567,90000,Australia,White
4568,43000,China,Chinese
4569,60000,Canada,Black
4570,60000,China,Korean
4571,110000,UK,Mixed
4572,35000,UK,White
4573,95000,Australia,Asian
4574,42000,USA,African American
4575,100000,Australia,White
4576,32000,UK,Welsh
4577,65000,USA,Asian
4578,42000,USA,African American
4579,130000,China,Korean
4580,95000,China,Korean
4581,43000,Australia,Asian
4582,50000,Australia,Australian
4583,60000,USA,Hispanic
4584,80000,Canada,Black
4585,48000,Australia,White
4586,125000,USA,Asian
4587,85000,UK,Welsh
4588,42000,China,White
4589,70000,USA,Hispanic
4590,32000,Australia,Asian
4591,80000,China,Korean
4592,42000,Canada,Black
4593,90000,Australia,Australian
4594,65000,China,Chinese
4595,40000,USA,Asian
4596,110000,UK,Asian
4597,105000,UK,White
4598,50000,Canada,Asian
4599,95000,China,Chinese
4600,60000,Australia,White
4601,40000,Australia,Asian
4602,55000,China,Chinese
4603,70000,Canada,Black
4604,32000,Canada,White
4605,90000,Australia,Asian
4606,50000,Australia,Asian
4607,110000,China,Chinese
4608,32000,China,Chinese
4609,80000,Australia,White
4610,70000,Australia,Asian
4611,45000,China,Chinese
4612,65000,USA,African American
4613,50000,Canada,Asian
4614,45000,Canada,White
4615,95000,USA,African American
4616,65000,Canada,Black
4617,38000,Canada,White
4618,125000,USA,Asian
4619,90000,Canada,Asian
4620,43000,China,White
4621,60000,UK,Asian
4622,60000,USA,White
4623,110000,USA,Hispanic
4624,35000,UK,Mixed
4625,95000,UK,Welsh
4626,42000,Australia,White
4627,100000,China,White
4628,32000,China,Korean
4629,65000,China,Korean
4630,42000,Canada,White
4631,130000,Australia,Australian
4632,95000,Australia,White
4633,43000,USA,African American
4634,500,USA,Asian
4635,45000,USA,White
4636,120000,China,Korean
4637,55000,USA,African American
4638,70000,UK,White
4639,140000,China,Chinese
4640,30000,Australia,Asian
4641,100000,Canada,White
4642,50000,Canada,Black
4643,55000,China,Chinese
4644,130000,UK,White
4645,45000,Australia,Australian
4646,120000,China,Korean
4647,55000,Canada,White
4648,70000,UK,Mixed
4649,140000,China,Korean
4650,30000,China,Korean
4651,100000,Australia,White
4652,50000,USA,African American
4653,55000,Canada,Black
4654,130000,Canada,White
4655,45000,UK,White
4656,120000,USA,Asian
4657,55000,Canada,Asian
4658,70000,USA,White
4659,140000,Australia,Australian
4660,30000,China,Chinese
4661,100000,USA,Asian
4662,50000,UK,Welsh
4663,55000,USA,Asian
4664,130000,Australia,Australian
4665,45000,UK,Welsh
4666,120000,Canada,White
4667,55000,China,Korean
4668,70000,China,Korean
4669,140000,Australia,White
4670,30000,Australia,Australian
4671,100000,China,Korean
4672,50000,Canada,Black
4673,55000,China,White
4674,130000,Australia,Australian
4675,45000,USA,Asian
4676,120000,UK,Asian
4677,55000,Canada,White
4678,70000,UK,Mixed
4679,140000,China,Korean
4680,30000,Australia,Asian
4681,100000,China,White
4682,50000,USA,Hispanic
4683,55000,China,Chinese
4684,130000,USA,African American
4685,45000,USA,Asian
4686,120000,UK,Asian
4687,55000,China,Korean
4688,70000,Australia,Asian
4689,140000,UK,Mixed
4690,30000,Canada,White
4691,100000,Canada,White
4692,50000,USA,Hispanic
4693,55000,Australia,Australian
4694,130000,Canada,Asian
4695,45000,USA,White
4696,120000,USA,Hispanic
4697,55000,Canada,Black
4698,70000,UK,Mixed
4699,140000,Australia,White
4700,30000,UK,Mixed
4701,100000,Canada,Asian
4702,50000,USA,African American
4703,55000,UK,Mixed
4704,130000,USA,White
4705,45000,Australia,Asian
4706,120000,UK,Mixed
4707,55000,USA,White
4708,70000,Canada,Asian
4709,140000,USA,Hispanic
4710,30000,USA,White
4711,100000,Australia,Asian
4712,50000,UK,Welsh
4713,55000,USA,White
4714,130000,Australia,Asian
4715,45000,Australia,Australian
4716,120000,China,Chinese
4717,55000,Canada,Asian
4718,70000,USA,Hispanic
4719,140000,China,Korean
4720,30000,USA,Hispanic
4721,100000,UK,White
4722,50000,Australia,Asian
4723,55000,USA,Hispanic
4724,130000,USA,African American
4725,45000,Australia,Asian
4726,120000,China,White
4727,55000,Canada,White
4728,70000,China,Chinese
4729,140000,China,White
4730,30000,UK,Mixed
4731,100000,USA,African American
4732,50000,China,White
4733,55000,USA,Hispanic
4734,130000,UK,White
4735,45000,UK,White
4736,120000,Canada,Asian
4737,55000,USA,African American
4738,70000,Australia,Asian
4739,140000,UK,Welsh
4740,30000,USA,White
4741,100000,China,Chinese
4742,50000,China,Chinese
4743,55000,USA,Asian
4744,130000,USA,White
4745,45000,China,White
4746,120000,Australia,Australian
4747,55000,USA,Asian
4748,70000,China,Chinese
4749,140000,USA,White
4750,30000,Australia,White
4751,100000,USA,African American
4752,50000,Canada,Asian
4753,55000,Australia,Australian
4754,130000,China,White
4755,45000,Australia,White
4756,48000,Australia,White
4757,125000,China,Chinese
4758,57000,USA,Asian
4759,72000,UK,Mixed
4760,145000,UK,White
4761,31000,Australia,White
4762,105000,China,White
4763,52000,China,White
4764,57000,Canada,Black
4765,135000,China,Korean
4766,48000,USA,Asian
4767,125000,China,White
4768,57000,China,Chinese
4769,72000,Australia,Australian
4770,145000,Australia,White
4771,31000,Canada,Asian
4772,105000,Australia,Asian
4773,52000,Canada,Black
4774,57000,USA,White
4775,135000,Canada,Black
4776,48000,Canada,Asian
4777,125000,Canada,Black
4778,57000,UK,White
4779,72000,Canada,White
4780,145000,China,White
4781,31000,USA,White
4782,105000,UK,Mixed
4783,52000,UK,Asian
4784,57000,China,Korean
4785,135000,Canada,Black
4786,48000,USA,White
4787,125000,Australia,Asian
4788,57000,China,White
4789,72000,China,Korean
4790,145000,China,Chinese
4791,31000,Australia,Australian
4792,105000,Canada,White
4793,52000,Australia,Australian
4794,57000,UK,Asian
4795,135000,Australia,Australian
4796,48000,UK,Asian
4797,125000,UK,Mixed
4798,57000,USA,Asian
4799,72000,Australia,White
4800,145000,USA,Asian
4801,31000,China,Korean
4802,105000,UK,White
4803,52000,China,Korean
4804,57000,UK,Asian
4805,135000,UK,White
4806,48000,China,White
4807,125000,China,Korean
4808,57000,USA,Asian
4809,72000,China,White
4810,145000,China,Chinese
4811,31000,Canada,White
4812,105000,USA,African American
4813,52000,Canada,Black
4814,57000,UK,Welsh
4815,135000,Canada,Black
4816,48000,Australia,Australian
4817,125000,China,Chinese
4818,57000,Canada,Asian
4819,72000,China,Korean
4820,145000,China,White
4821,31000,USA,Hispanic
4822,105000,USA,White
4823,52000,Australia,Asian
4824,57000,China,White
4825,135000,UK,Mixed
4826,48000,UK,Welsh
4827,125000,USA,White
4828,57000,USA,White
4829,72000,UK,White
4830,145000,UK,Welsh
4831,31000,UK,White
4832,105000,USA,Hispanic
4833,52000,USA,Hispanic
4834,57000,Australia,Asian
4835,135000,Australia,Asian
4836,48000,UK,White
4837,125000,Canada,Asian
4838,57000,USA,Hispanic
4839,72000,Canada,White
4840,145000,UK,Mixed
4841,31000,USA,Asian
4842,105000,Australia,Asian
4843,52000,Australia,Asian
4844,57000,Australia,Australian
4845,135000,China,Korean
4846,48000,UK,Asian
4847,125000,China,Chinese
4848,57000,China,White
4849,72000,China,Korean
4850,145000,USA,African American
4851,31000,USA,Asian
4852,105000,UK,Welsh
4853,52000,Canada,Black
4854,57000,China,White
4855,135000,UK,White
4856,48000,Canada,Asian
4857,125000,UK,Mixed
4858,57000,Canada,Black
4859,72000,UK,White
4860,145000,UK,Mixed
4861,31000,UK,Asian
4862,105000,Australia,White
4863,52000,USA,Asian
4864,57000,USA,White
4865,135000,UK,Asian
4866,48000,USA,White
4867,125000,UK,Asian
4868,57000,UK,Welsh
4869,72000,Canada,Asian
4870,145000,Australia,White
4871,31000,Australia,Asian
4872,105000,USA,African American
4873,52000,USA,White
4874,57000,Canada,Asian
4875,135000,China,Chinese
4876,48000,UK,Mixed
4877,85000,Canada,White
4878,110000,China,Chinese
4879,170000,UK,Welsh
4880,140000,Australia,White
4881,30000,Australia,Australian
4882,95000,UK,Asian
4883,80000,China,Chinese
4884,155000,USA,Asian
4885,25000,China,White
4886,160000,China,Korean
4887,65000,USA,African American
4888,120000,Australia,Australian
4889,105000,UK,Mixed
4890,85000,Australia,Asian
4891,110000,USA,White
4892,170000,China,Chinese
4893,140000,USA,White
4894,30000,UK,Welsh
4895,95000,Australia,Australian
4896,80000,Australia,Asian
4897,155000,USA,Asian
4898,25000,USA,Asian
4899,160000,Canada,White
4900,65000,USA,Hispanic
4901,120000,Canada,White
4902,105000,Canada,Black
4903,85000,Canada,Black
4904,110000,UK,Welsh
4905,170000,Canada,Asian
4906,140000,USA,White
4907,30000,Canada,White
4908,95000,China,Chinese
4909,80000,Canada,Black
4910,155000,Canada,Black
4911,25000,China,White
4912,160000,Australia,White
4913,65000,Canada,Black
4914,120000,China,Korean
4915,105000,Australia,White
4916,85000,Canada,Black
4917,110000,USA,Hispanic
4918,170000,Australia,Australian
4919,140000,China,Korean
4920,30000,Canada,Black
4921,95000,USA,White
4922,80000,UK,White
4923,155000,USA,White
4924,25000,USA,African American
4925,160000,China,Chinese
4926,65000,UK,Welsh
4927,120000,Canada,Black
4928,105000,Canada,Asian
4929,85000,China,Chinese
4930,110000,Canada,Black
4931,170000,UK,Welsh
4932,140000,USA,African American
4933,30000,UK,Asian
4934,95000,Australia,Asian
4935,80000,China,White
4936,155000,China,Korean
4937,25000,USA,White
4938,160000,Canada,White
4939,65000,Canada,White
4940,120000,Australia,White
4941,105000,Australia,Australian
4942,85000,China,Korean
4943,110000,UK,Welsh
4944,170000,Australia,Australian
4945,140000,China,White
4946,30000,Canada,Asian
4947,95000,UK,Welsh
4948,80000,Australia,White
4949,155000,USA,Asian
4950,25000,China,Chinese
4951,160000,Australia,Asian
4952,65000,UK,Asian
4953,120000,Canada,Black
4954,105000,UK,White
4955,85000,USA,White
4956,110000,UK,Asian
4957,170000,China,Korean
4958,140000,USA,White
4959,30000,Canada,Asian
4960,95000,UK,Mixed
4961,80000,USA,White
4962,155000,USA,Asian
4963,25000,Australia,White
4964,160000,UK,Mixed
4965,65000,UK,White
4966,120000,USA,African American
4967,105000,UK,Mixed
4968,85000,UK,White
4969,110000,UK,Mixed
4970,170000,UK,Asian
4971,140000,China,Korean
4972,30000,USA,White
4973,95000,China,Korean
4974,80000,Australia,Australian
4975,155000,Canada,Black
4976,25000,Canada,Black
4977,160000,Canada,Black
4978,65000,China,Korean
4979,120000,China,Chinese
4980,105000,USA,White
4981,85000,China,White
4982,110000,USA,White
4983,170000,China,White
4984,140000,USA,Asian
4985,30000,UK,Asian
4986,95000,UK,Asian
4987,80000,UK,Asian
4988,155000,USA,White
4989,25000,China,Korean
4990,160000,Canada,White
4991,65000,Australia,Asian
4992,120000,Australia,Asian
4993,105000,China,Chinese
4994,85000,UK,White
4995,110000,UK,White
4996,170000,USA,White
4997,140000,UK,Asian
4998,30000,China,Korean
4999,95000,China,White
5000,80000,UK,Asian
5001,25000,USA,Asian
5002,250000,Canada,Black
5003,120000,Canada,Asian
5004,80000,Australia,Asian
5005,100000,Canada,Black
5006,170000,Canada,Asian
5007,50000,UK,Mixed
5008,140000,USA,Asian
5009,120000,Australia,Australian
5010,55000,Canada,Asian
5011,85000,China,Korean
5012,80000,UK,Welsh
5013,170000,USA,Hispanic
5014,140000,USA,African American
5015,30000,USA,White
5016,95000,USA,African American
5017,80000,UK,White
5018,155000,UK,Mixed
5019,25000,Australia,White
5020,160000,Australia,Asian
5021,65000,UK,Asian
5022,120000,Canada,Asian
5023,105000,China,White
5024,85000,China,White
5025,110000,UK,White
5026,170000,Canada,Asian
5027,140000,USA,African American
5028,30000,USA,African American
5029,95000,USA,Hispanic
5030,80000,Canada,Asian
5031,155000,Canada,White
5032,25000,UK,White
5033,160000,UK,Asian
5034,65000,China,Korean
5035,120000,Australia,Asian
5036,105000,Australia,Australian
5037,85000,USA,African American
5038,110000,Australia,Australian
5039,170000,China,Chinese
5040,140000,USA,Asian
5041,30000,Canada,Black
5042,95000,Australia,Asian
5043,80000,USA,White
5044,155000,Canada,White
5045,25000,Australia,White
5046,160000,Canada,Black
5047,65000,USA,Asian
5048,120000,China,White
5049,105000,China,Korean
5050,85000,Canada,White
5051,110000,USA,Asian
5052,170000,UK,Mixed
5053,140000,Australia,White
5054,30000,China,Korean
5055,95000,USA,Hispanic
5056,80000,Canada,Asian
5057,155000,USA,African American
5058,25000,Australia,Australian
5059,160000,Canada,White
5060,65000,USA,White
5061,120000,UK,Mixed
5062,105000,USA,Asian
5063,85000,Australia,White
5064,110000,Canada,Asian
5065,170000,China,Korean
5066,140000,Australia,White
5067,30000,China,Korean
5068,95000,China,White
5069,80000,UK,Mixed
5070,155000,Canada,White
5071,25000,China,Korean
5072,160000,USA,African American
5073,65000,China,White
5074,120000,China,White
5075,105000,Australia,Asian
5076,85000,USA,Hispanic
5077,110000,USA,White
5078,170000,Canada,Asian
5079,140000,UK,Asian
5080,30000,China,Chinese
5081,95000,USA,African American
5082,80000,USA,Asian
5083,155000,China,White
5084,25000,USA,African American
5085,160000,USA,Asian
5086,65000,Canada,Black
5087,120000,USA,White
5088,105000,Canada,Asian
5089,85000,UK,Welsh
5090,110000,China,Chinese
5091,170000,USA,Asian
5092,140000,China,Chinese
5093,30000,Canada,Asian
5094,95000,China,Korean
5095,80000,Canada,Asian
5096,155000,China,Chinese
5097,25000,Australia,Asian
5098,160000,Canada,Asian
5099,65000,Australia,Asian
5100,120000,USA,White
5101,105000,Australia,Asian
5102,85000,USA,Hispanic
5103,110000,China,Korean
5104,170000,Canada,Black
5105,140000,China,Korean
5106,30000,UK,Mixed
5107,95000,Australia,Asian
5108,80000,Australia,Asian
5109,155000,Australia,White
5110,25000,Australia,Australian
5111,160000,Canada,Black
5112,65000,UK,Welsh
5113,120000,China,Korean
5114,105000,USA,Hispanic
5115,85000,USA,African American
5116,110000,UK,Mixed
5117,170000,Australia,Asian
5118,140000,China,Chinese
5119,30000,Australia,White
5120,95000,Australia,Australian
5121,80000,Australia,White
5122,155000,USA,African American
5123,25000,China,Chinese
5124,160000,USA,Asian
5125,60000,China,White
5126,150000,Canada,Asian
5127,80000,Canada,White
5128,120000,Canada,White
5129,130000,Canada,Black
5130,50000,USA,Hispanic
5131,180000,China,Korean
5132,60000,Canada,Asian
5133,110000,Australia,Asian
5134,25000,UK,White
5135,100000,UK,White
5136,55000,USA,African American
5137,140000,UK,Asian
5138,25000,UK,Asian
5139,150000,UK,Welsh
5140,170000,Australia,White
5141,55000,Australia,Asian
5142,65000,China,Korean
5143,60000,USA,African American
5144,150000,Australia,Asian
5145,50000,Australia,White
5146,120000,UK,Mixed
5147,55000,China,White
5148,65000,China,Chinese
5149,60000,Canada,Black
5150,150000,USA,Asian
5151,50000,China,White
5152,120000,Australia,Australian
5153,60000,Australia,Asian
5154,150000,Australia,Australian
5155,80000,China,White
5156,120000,Canada,Black
5157,130000,UK,Asian
5158,50000,UK,Asian
5159,180000,UK,Asian
5160,60000,USA,Hispanic
5161,110000,Canada,Asian
5162,25000,Canada,Black
5163,100000,China,White
5164,55000,USA,African American
5165,140000,USA,Asian
5166,25000,UK,White
5167,150000,Canada,Asian
5168,170000,Canada,Black
5169,55000,UK,Mixed
5170,65000,Canada,Black
5171,60000,China,Korean
5172,150000,China,White
5173,50000,Australia,Australian
5174,120000,Canada,Asian
5175,55000,Australia,Australian
5176,65000,Australia,White
5177,60000,USA,African American
5178,150000,USA,Asian
5179,50000,UK,White
5180,120000,Australia,White
5181,60000,Australia,Australian
5182,150000,China,Chinese
5183,80000,China,Korean
5184,120000,China,White
5185,130000,USA,White
5186,50000,China,Korean
5187,180000,Canada,Asian
5188,60000,Canada,Asian
5189,110000,Canada,Black
5190,25000,USA,Hispanic
5191,100000,Canada,Black
5192,55000,Australia,Asian
5193,140000,Canada,White
5194,25000,USA,White
5195,150000,USA,Asian
5196,170000,Australia,White
5197,55000,China,Chinese
5198,65000,Canada,Asian
5199,60000,China,Korean
5200,150000,UK,Welsh
5201,50000,UK,Asian
5202,120000,USA,Asian
5203,55000,China,Chinese
5204,65000,China,Korean
5205,60000,UK,Asian
5206,150000,China,Korean
5207,50000,UK,Welsh
5208,120000,Canada,Black
5209,60000,USA,Hispanic
5210,150000,UK,Asian
5211,80000,China,Korean
5212,120000,Australia,Asian
5213,130000,China,White
5214,50000,USA,Hispanic
5215,180000,USA,Asian
5216,60000,UK,Welsh
5217,110000,USA,Asian
5218,25000,Canada,White
5219,100000,Australia,Australian
5220,55000,Canada,White
5221,140000,China,Chinese
5222,25000,Canada,Asian
5223,150000,USA,White
5224,170000,USA,Hispanic
5225,55000,USA,African American
5226,65000,UK,Welsh
5227,60000,UK,Welsh
5228,150000,UK,Mixed
5229,50000,Canada,Asian
5230,120000,China,White
5231,55000,China,Korean
5232,65000,USA,Hispanic
5233,60000,Australia,Australian
5234,150000,USA,Asian
5235,50000,UK,White
5236,120000,Canada,Black
5237,60000,China,Chinese
5238,150000,USA,Asian
5239,80000,Canada,Black
5240,120000,Canada,Asian
5241,130000,Australia,Australian
5242,50000,UK,Asian
5243,180000,UK,Mixed
5244,60000,Canada,White
5245,110000,Australia,Asian
5246,25000,Canada,Asian
5247,100000,Australia,Asian
5248,,USA,White
5249,85000,Canada,Asian
5250,160000,China,White
5251,55000,USA,Hispanic
5252,100000,China,Korean
5253,120000,Canada,Asian
5254,50000,UK,Welsh
5255,185000,UK,Welsh
5256,65000,Australia,Australian
5257,130000,China,Korean
5258,25000,Canada,White
5259,100000,China,Chinese
5260,55000,Canada,Black
5261,150000,Australia,White
5262,25000,Australia,Australian
5263,160000,Australia,Asian
5264,170000,Canada,Black
5265,55000,Australia,Asian
5266,65000,Canada,White
5267,60000,UK,White
5268,160000,UK,Welsh
5269,50000,UK,White
5270,120000,UK,Welsh
5271,55000,China,White
5272,65000,Canada,Black
5273,60000,USA,African American
5274,160000,Canada,Black
5275,50000,China,Chinese
5276,120000,Australia,Australian
5277,85000,UK,Welsh
5278,160000,USA,White
5279,55000,Canada,White
5280,100000,USA,African American
5281,120000,Australia,Asian
5282,50000,China,Chinese
5283,185000,UK,Mixed
5284,65000,China,Chinese
5285,130000,UK,Asian
5286,25000,Australia,Asian
5287,100000,Australia,White
5288,55000,USA,Hispanic
5289,150000,China,White
5290,25000,UK,White
5291,160000,Canada,Asian
5292,170000,Australia,White
5293,55000,Canada,Asian
5294,65000,China,Korean
5295,60000,UK,Welsh
5296,160000,UK,Welsh
5297,50000,USA,Hispanic
5298,120000,Australia,Australian
5299,55000,China,White
5300,65000,Canada,White
5301,60000,UK,White
5302,160000,China,Chinese
5303,50000,USA,Asian
5304,120000,UK,Welsh
5305,85000,Canada,Asian
5306,160000,Canada,Black
5307,55000,USA,African American
5308,100000,USA,African American
5309,120000,Canada,White
5310,50000,Canada,Asian
5311,185000,China,Chinese
5312,65000,Australia,Australian
5313,130000,Canada,Asian
5314,25000,USA,African American
5315,100000,China,Chinese
5316,55000,China,Chinese
5317,150000,Canada,Black
5318,25000,China,White
5319,160000,Australia,Australian
5320,170000,USA,Asian
5321,55000,USA,White
5322,65000,UK,Welsh
5323,60000,UK,Mixed
5324,160000,USA,African American
5325,50000,UK,White
5326,120000,UK,Mixed
5327,55000,USA,Hispanic
5328,65000,Australia,White
5329,60000,UK,White
5330,160000,UK,Welsh
5331,50000,Australia,Asian
5332,120000,USA,White
5333,85000,USA,Asian
5334,160000,China,White
5335,55000,Canada,Asian
5336,100000,USA,Hispanic
5337,120000,USA,White
5338,50000,USA,Hispanic
5339,185000,China,White
5340,65000,China,White
5341,130000,China,Korean
5342,25000,Canada,Black
5343,100000,Australia,Australian
5344,55000,USA,African American
5345,150000,USA,White
5346,25000,China,Chinese
5347,160000,China,Korean
5348,170000,Canada,Black
5349,55000,UK,Welsh
5350,65000,USA,Asian
5351,60000,USA,Asian
5352,160000,Australia,Asian
5353,50000,Australia,Australian
5354,120000,Australia,White
5355,55000,Australia,Australian
5356,65000,UK,White
5357,60000,Canada,Black
5358,160000,Canada,White
5359,50000,Australia,White
5360,120000,UK,Mixed
5361,85000,Canada,Asian
5362,160000,Australia,Australian
5363,55000,Australia,Asian
5364,100000,USA,Asian
5365,120000,UK,Mixed
5366,50000,Australia,White
5367,185000,Canada,Asian
5368,65000,China,Korean
5369,130000,Australia,Asian
5370,25000,USA,Asian
5371,100000,UK,Welsh
5372,55000,Canada,Black
5373,150000,China,White
5374,85000,UK,Asian
5375,160000,Canada,Asian
5376,55000,UK,White
5377,100000,USA,Asian
5378,120000,USA,African American
5379,50000,USA,Hispanic
5380,185000,China,White
5381,65000,Canada,White
5382,130000,USA,African American
5383,25000,Canada,Black
5384,100000,UK,Welsh
5385,55000,USA,African American
5386,150000,Australia,Asian
5387,25000,Canada,Black
5388,160000,UK,Asian
5389,170000,Australia,Australian
5390,55000,UK,Asian
5391,65000,Australia,Asian
5392,60000,China,Chinese
5393,160000,China,Korean
5394,50000,Canada,Asian
5395,120000,Canada,White
5396,55000,UK,Asian
5397,65000,USA,Asian
5398,60000,Australia,Asian
5399,160000,Australia,White
5400,50000,China,Chinese
5401,120000,Canada,Black
5402,85000,China,White
5403,160000,China,White
5404,55000,USA,White
5405,100000,UK,Asian
5406,120000,Australia,Asian
5407,50000,Australia,Asian
5408,185000,Australia,White
5409,65000,China,Chinese
5410,130000,Canada,Black
5411,25000,UK,Asian
5412,100000,Australia,Asian
5413,55000,UK,Asian
5414,150000,USA,Hispanic
5415,25000,UK,Asian
5416,160000,Canada,Black
5417,170000,Canada,Asian
5418,55000,China,White
5419,65000,Australia,Australian
5420,60000,UK,Welsh
5421,160000,China,White
5422,50000,USA,White
5423,120000,Australia,Asian
5424,55000,China,White
5425,65000,China,Korean
5426,60000,China,Chinese
5427,160000,Australia,Asian
5428,50000,UK,Asian
5429,120000,UK,White
5430,85000,China,White
5431,160000,USA,White
5432,55000,UK,White
5433,100000,China,White
5434,120000,China,Chinese
5435,50000,Canada,Black
5436,185000,Canada,Asian
5437,65000,China,Korean
5438,130000,UK,Asian
5439,25000,Canada,Black
5440,100000,Australia,White
5441,55000,Canada,White
5442,150000,USA,Hispanic
5443,25000,Canada,Asian
5444,160000,UK,Mixed
5445,170000,Australia,Asian
5446,55000,Canada,Asian
5447,65000,Canada,Asian
5448,60000,Australia,Australian
5449,160000,Canada,White
5450,50000,USA,Hispanic
5451,120000,Australia,Asian
5452,55000,Australia,Asian
5453,65000,UK,Asian
5454,60000,UK,Mixed
5455,160000,USA,Hispanic
5456,50000,USA,Asian
5457,120000,Australia,Australian
5458,85000,Australia,White
5459,160000,UK,White
5460,55000,UK,Mixed
5461,100000,UK,White
5462,120000,Australia,White
5463,50000,Australia,Australian
5464,185000,Australia,Asian
5465,65000,Australia,Australian
5466,130000,Canada,White
5467,25000,Canada,Asian
5468,100000,China,Korean
5469,55000,China,White
5470,150000,Canada,Black
5471,25000,Australia,Australian
5472,160000,UK,Welsh
5473,170000,UK,White
5474,55000,Australia,Asian
5475,65000,China,Chinese
5476,60000,USA,Hispanic
5477,160000,Australia,Australian
5478,50000,UK,Mixed
5479,120000,UK,Asian
5480,55000,USA,African American
5481,65000,USA,Hispanic
5482,60000,USA,Asian
5483,160000,Canada,Black
5484,50000,UK,Asian
5485,120000,USA,Asian
5486,85000,China,Chinese
5487,160000,Canada,Black
5488,55000,UK,Mixed
5489,100000,UK,White
5490,120000,Australia,Asian
5491,50000,China,Chinese
5492,185000,USA,Hispanic
5493,65000,Canada,Black
5494,130000,Australia,White
5495,25000,USA,White
5496,100000,USA,White
5497,100000,USA,African American
5498,120000,Australia,White
5499,50000,USA,White
5500,130000,USA,White
5501,35000,UK,Welsh
5502,160000,UK,White
5503,50000,China,Korean
5504,100000,USA,White
5505,80000,UK,Welsh
5506,60000,Canada,Asian
5507,90000,USA,Asian
5508,170000,UK,Mixed
5509,60000,Canada,White
5510,120000,Canada,Black
5511,25000,Australia,Australian
5512,180000,Canada,Black
5513,200000,Australia,Asian
5514,50000,Australia,Australian
5515,140000,Australia,White
5516,70000,Australia,White
5517,130000,China,White
5518,80000,China,Korean
5519,160000,UK,Mixed
5520,55000,USA,Asian
5521,85000,USA,African American
5522,170000,USA,Asian
5523,60000,Canada,Black
5524,120000,China,Korean
5525,25000,Australia,Asian
5526,180000,Australia,White
5527,200000,USA,White
5528,50000,USA,Asian
5529,140000,China,White
5530,70000,China,White
5531,130000,Canada,Black
5532,80000,USA,White
5533,160000,USA,White
5534,55000,China,Korean
5535,85000,Canada,Black
5536,170000,Canada,Black
5537,60000,UK,Mixed
5538,120000,China,Chinese
5539,25000,Australia,Asian
5540,180000,China,Chinese
5541,200000,China,Korean
5542,50000,Australia,Asian
5543,140000,Canada,Black
5544,70000,UK,White
5545,130000,USA,White
5546,80000,China,White
5547,160000,China,Korean
5548,55000,China,Chinese
5549,85000,Canada,White
5550,170000,China,White
5551,60000,Australia,Australian
5552,120000,Australia,White
5553,25000,China,Korean
5554,180000,UK,White
5555,200000,Australia,White
5556,50000,Australia,White
5557,140000,UK,Welsh
5558,70000,UK,White
5559,130000,China,Korean
5560,80000,Canada,Asian
5561,160000,UK,White
5562,55000,China,Chinese
5563,85000,UK,Asian
